,GSM2648567,GSM2648568,GSM2648569,GSM2648570,GSM2648571,GSM2648572,GSM2648573,GSM2648574,GSM2648575,GSM2648576,GSM2648577,GSM2648578,GSM2648579,GSM2648580,GSM2648581,GSM2648582,GSM2648583,GSM2648584,GSM2648585,GSM2648586,GSM2648587,GSM2648588,GSM2648589,GSM2648590
RPS3,12.53135,12.64187,12.52448,12.5906,12.60733,12.52159,12.50533,12.58069,12.51611,12.47285,12.52429,12.4721,12.55364,12.5875,12.56933,12.45308,12.51441,12.33981,12.5958,12.52719,12.48246,12.41764,12.39161,12.48738
RN28S1,13.38165,13.38043,13.32272,13.40811,13.45399,13.42071,13.4786,13.33128,13.12679,13.32991,13.4452,13.50479,13.43445,13.39407,13.37961,13.42905,13.43598,13.41142,13.40858,13.3852,13.38128,13.37738,13.40838,13.56653
RPS28,13.06458,13.22696,13.10625,13.08774,13.10666,13.19092,13.11322,13.26077,12.92862,12.86641,12.93894,13.00405,13.0475,12.98592,13.01513,12.98302,13.06275,12.93442,12.9112,13.10409,12.94863,13.06102,12.90737,12.98047
PANX1,9.073835,9.395653,9.309193,9.187596,9.636926,9.572919,9.190931,9.32306,9.544481,11.26852,9.690449,9.646315,10.04619,9.8864,9.72605,9.622766,9.386932,10.96733,9.734674,9.616185,10.17856,9.823917,9.688661,9.718293
IL10RA,11.08126,11.29581,11.04668,11.09739,11.45332,11.22928,11.07939,10.99345,11.17834,12.30399,11.16017,11.13483,11.31244,11.1777,11.02252,11.07111,11.08298,12.06252,11.15971,11.00457,11.38733,11.19056,11.00925,10.94565
ATP5L,11.09794,11.18738,11.13343,11.1674,11.12312,11.18062,11.25932,11.10804,11.09694,10.98336,11.14786,11.12766,11.20125,11.21067,11.23075,11.21537,10.9416,10.90329,11.26535,11.15599,11.14272,11.05795,11.03795,11.16951
ARCN1,10.74294,10.73559,10.72792,10.7653,10.76443,10.69574,10.81504,10.65554,10.8184,10.90068,10.83929,10.91962,10.8334,10.80756,10.87217,10.90395,10.86649,10.77074,10.86351,10.70292,10.77639,10.80284,10.82053,10.93745
RNF26,11.00589,10.96273,11.05126,10.95168,10.75544,10.96551,11.05594,10.99929,10.85637,10.23903,10.73085,10.88372,10.75148,10.75391,10.80929,10.87312,10.91468,10.38818,10.76794,10.92661,10.70716,10.8431,10.85189,10.78863
EI24,11.38001,11.14226,11.39457,11.25295,11.55873,11.24326,11.40364,11.24839,11.26812,11.09988,11.26813,11.26318,11.36249,11.20557,11.26762,11.28454,11.0005,11.20322,11.28956,11.10941,11.39789,11.06803,11.37805,11.12758
A4,12.59188,12.46589,12.57037,12.59171,12.44506,12.5097,12.53863,12.60291,12.54987,12.50924,12.56136,12.55639,12.56306,12.57926,12.63258,12.59435,12.58786,12.55425,12.581,12.51308,12.56598,12.54055,12.55402,12.58317
RNA,10.53729,10.90436,10.6506,10.70837,10.60312,10.83297,10.59107,10.88484,10.3497,10.32608,10.31665,10.46792,10.54752,10.48406,10.37898,10.40863,10.6434,10.40953,10.42173,10.75714,10.61534,10.56821,10.3851,10.44904
CTSD,13.0612,12.97958,13.00879,12.90139,12.95745,13.00882,13.03629,12.97719,12.91291,12.72421,12.96219,12.99337,12.95152,12.86916,12.88123,12.93675,12.95444,12.61735,12.86785,12.92132,12.89597,12.90016,12.9921,12.91427
NUP98,10.3936,10.40002,10.4191,10.38258,10.52594,10.43035,10.3811,10.35749,10.37408,10.37578,10.3995,10.37225,10.47952,10.38351,10.43794,10.42125,10.26777,10.44095,10.44256,10.36039,10.52135,10.31972,10.43912,10.37223
TBP,11.44937,11.53351,11.49018,11.5144,11.38541,11.56489,11.52964,11.48838,11.5132,11.35257,11.5116,11.49833,11.55506,11.51904,11.48488,11.52584,11.66463,11.3597,11.51829,11.64701,11.50684,11.62409,11.53981,11.54198
TPP1,11.94437,11.78177,11.84201,11.86542,11.79969,11.82855,11.91438,11.80558,11.67023,11.47727,11.70636,11.72466,11.72012,11.63096,11.6849,11.66393,11.77861,11.52623,11.70528,11.62549,11.6626,11.76884,11.76013,11.71028
MRPL17,9.808277,9.983674,9.85574,10.00012,10.01649,9.987913,9.932817,9.907907,9.870569,10.14825,9.908804,9.940121,9.975942,9.934252,9.974998,10.04095,9.973729,10.17535,10.00421,10.08913,10.11197,10.06139,10.082,10.06393
TMEM9B,10.60267,10.4697,10.46377,10.54193,10.5893,10.52018,10.66494,10.47048,10.63922,10.36617,10.64072,10.60939,10.57012,10.64059,10.64575,10.60687,10.58051,10.23251,10.49237,10.48971,10.45991,10.38778,10.67912,10.58054
DENND5A,9.320934,9.661883,9.551508,9.367843,10.02846,9.655024,9.350113,9.319366,9.2512,10.85613,9.360066,9.212807,9.781565,9.527988,9.24286,9.366128,9.191051,10.5139,9.532465,9.327651,10.16788,9.648079,9.464164,9.443763
EIF4G2,12.11795,12.10981,12.08218,12.16064,12.20171,12.14766,12.13618,12.16552,12.04995,12.08458,12.17274,12.20655,12.17791,12.13627,12.18869,12.18977,12.09402,12.20543,12.10789,12.10342,12.17042,12.08308,12.19403,12.20345
COPB1,10.28787,10.12427,10.23369,10.39743,10.21488,10.20003,10.35594,10.08377,10.25033,10.18255,10.29192,10.25584,10.23863,10.27759,10.21022,10.25275,10.20131,9.911635,10.25797,9.976248,10.18272,10.10588,10.36296,10.25431
RPL36A,10.7313,10.79458,10.64916,10.83843,10.76381,10.79474,10.88394,10.82608,10.67774,10.601,10.90736,10.97753,10.92342,10.78145,10.94974,10.86566,10.65966,10.73293,10.74184,10.88979,10.77114,10.76038,10.73462,10.81215
RPS13,11.95677,12.26898,12.06659,12.00904,12.15871,12.10874,12.1468,12.10414,11.90308,11.89103,11.97572,12.15639,12.03908,11.86643,12.02073,12.03115,12.01673,12.00739,12.00522,11.90322,11.91477,11.95016,11.87175,11.86706
PHF21A,10.14707,10.21902,10.09139,10.17863,10.37705,10.19287,10.20352,10.0812,9.715525,9.540551,9.819997,9.82973,10.16115,9.781362,9.885818,9.878667,9.745455,9.726424,9.905735,9.822044,10.02978,9.883554,9.842148,9.641297
ARHGAP1,10.88519,10.63279,10.65671,10.74692,10.48488,10.61787,10.79861,10.68235,10.56949,9.913058,10.55547,10.6255,10.46011,10.39014,10.54478,10.56651,10.48371,9.785884,10.49594,10.38559,10.21013,10.38022,10.52528,10.52823
ACP2,10.32493,10.62598,10.35593,10.30145,10.49753,10.46595,10.40039,10.32034,10.23731,10.25675,10.14007,10.18759,10.40801,10.15641,10.2157,10.24692,10.14823,10.40922,10.19402,10.02457,10.29914,10.16752,10.27234,10.0476
SFFV,11.09851,11.29716,11.1127,11.05529,11.27546,11.26505,11.17859,11.11583,10.98516,10.99194,11.05224,11.01966,11.12872,10.93037,10.92472,10.9941,11.12205,11.0908,11.10245,11.20595,11.18903,11.19756,11.07373,10.96844
CELF1,10.43165,10.33135,10.45479,10.34879,10.50668,10.34024,10.38865,10.33067,10.41691,10.80854,10.47517,10.41636,10.6416,10.55365,10.48289,10.50096,10.52277,10.87296,10.43853,10.52931,10.69891,10.6633,10.5584,10.64039
SLC43A3,12.15566,12.36987,12.20304,12.13801,12.53796,12.31781,12.13767,12.16479,12.18374,12.58694,12.24044,12.17426,12.39292,12.22591,12.20209,12.23509,12.11788,12.67545,12.19156,12.0403,12.42322,12.19173,12.23613,12.16788
LPXN,11.29954,11.67913,11.48133,11.42717,11.85354,11.62714,11.43102,11.47551,11.13052,11.22492,11.37368,11.30589,11.53992,11.30969,11.31434,11.38395,11.21165,11.49519,11.42659,11.28839,11.5571,11.39021,11.35525,11.32652
SLC15A3,10.28235,10.51929,10.29536,10.29284,10.72099,10.42915,10.28668,10.31184,10.19921,10.77611,10.20413,10.25435,10.39518,10.23338,10.12781,10.24523,10.07182,10.63164,10.05647,10.14005,10.40108,10.09208,10.15821,9.951787
DDB1,10.95337,11.1306,10.99496,11.02036,11.16817,11.05196,10.92063,10.90733,10.81997,10.74007,10.86725,10.86045,10.97363,10.88145,10.86883,10.86499,10.79404,10.91906,11.02321,10.74569,11.04509,10.93225,10.91517,10.96001
CYBASC3,11.05385,11.39247,11.09936,11.06283,11.39175,11.20398,11.00339,10.96956,10.63366,10.87141,10.62822,10.55542,11.00427,10.72578,10.6405,10.75925,10.84217,11.28097,11.03001,10.87379,11.12225,10.96266,10.94734,10.97659
FADS1,10.20372,10.3994,10.30947,10.14542,10.13125,10.25452,10.24196,10.20252,10.19471,9.497648,10.17746,10.17663,10.29244,10.19336,10.30963,10.33533,10.37443,9.896818,10.22671,10.30266,10.40618,10.45187,10.45134,10.23735
FTH1,11.13461,11.13124,11.10493,11.09992,11.28488,11.20904,11.19156,11.0938,11.15776,11.43043,11.17365,11.27871,11.39219,11.16519,11.14656,11.1951,11.08979,11.55126,11.12803,11.0521,11.23116,11.12619,11.20709,11.14492
AHNAK,10.37531,9.542124,10.19521,10.05301,9.983008,9.804399,10.15809,9.72024,10.24919,9.578788,10.26698,10.19231,10.16577,10.11941,10.09525,10.0637,9.927714,9.655083,10.20031,9.970217,10.03191,9.976485,9.950603,10.11226
EEF1G,12.41917,12.435,12.57229,12.43915,12.57535,12.47854,12.49875,12.40033,12.48489,12.28249,12.53704,12.53223,12.61267,12.40515,12.49515,12.43875,12.43417,12.39417,12.58688,12.50155,12.63447,12.51139,12.68746,12.52312
MTA2,10.63918,10.67175,10.65874,10.66005,10.70602,10.54939,10.57701,10.65475,10.70174,10.50329,10.75296,10.81197,10.76617,10.75378,10.76089,10.84674,10.64687,10.50797,10.67186,10.64535,10.7214,10.72703,10.60783,10.71918
GANAB,11.23648,11.15137,11.25779,11.19945,11.17169,11.17182,11.20005,11.13689,11.17635,11.07157,11.20198,11.27468,11.18418,11.21096,11.18282,11.19163,11.22401,11.08783,11.21256,11.21458,11.20932,11.25697,11.17374,11.15629
NXF1,9.927567,10.36916,10.05466,10.14752,10.32454,10.35308,10.00574,10.27978,10.22284,10.32909,10.06143,10.13405,10.23929,10.13447,10.10653,10.15099,10.16205,10.54751,10.11665,10.34982,10.33723,10.30816,10.24573,10.20125
WDR74,9.409287,9.991061,9.344882,9.42051,9.900716,9.852141,9.340104,9.573649,9.814247,10.04422,9.782517,9.875784,10.08486,9.904581,9.858294,9.90161,9.716282,10.24192,9.807179,9.747966,10.10275,9.897649,9.743242,9.754947
SF1,10.02885,10.14563,9.978765,10.00679,10.20233,10.23575,10.04502,10.06689,9.989586,9.87604,10.01164,10.03232,10.04412,9.978073,9.972567,9.984734,10.04298,10.08724,10.07987,10.07774,10.14174,10.17967,10.15149,10.14096
MAP3K11,9.82935,10.06962,9.907342,9.834871,10.034,9.977196,9.881014,9.85229,9.738938,9.767581,9.84746,9.780351,10.03566,9.877369,9.84791,9.80395,9.728961,9.72974,9.960185,10.05639,10.01389,9.909111,9.89241,9.660854
PPP1CA,11.47445,11.51548,11.48294,11.63353,11.38723,11.5768,11.55535,11.75885,11.56328,11.06774,11.53201,11.57648,11.52492,11.5746,11.60238,11.60421,11.55396,11.17218,11.49688,11.62372,11.43704,11.50458,11.43959,11.49377
FCHSD2,9.752759,10.20439,9.69531,9.837752,10.28463,10.03149,9.712701,9.737091,9.548485,9.921179,9.785192,9.68005,10.07833,9.894187,9.685852,9.688454,9.416033,10.01189,9.684748,9.429057,9.923698,9.774019,9.656948,9.46095
RAB6A,10.38358,10.42925,10.38916,10.34142,10.48891,10.47082,10.42782,10.51404,10.4372,10.20627,10.37627,10.36373,10.31002,10.38015,10.34554,10.33996,10.32959,10.15741,10.36539,10.23395,10.35788,10.31496,10.2896,10.16902
ARRB1,11.17051,11.39785,11.2171,11.13875,11.42779,11.27852,11.25771,11.15738,11.18404,10.56003,11.19068,11.18822,11.34077,11.15513,11.21693,11.18346,11.11401,10.8913,11.30792,11.1026,11.41059,11.33425,11.28983,11.23046
CLNS1A,9.964713,9.913603,9.951242,9.849088,10.10395,9.868985,10.00163,9.89731,9.787312,9.367732,9.835592,9.817119,9.929351,9.831149,9.885372,9.861528,9.926973,9.760638,9.889513,9.585546,10.02565,9.987807,10.02679,9.932447
PICALM,11.2777,11.38867,11.46099,11.36672,11.34775,11.26813,11.46845,11.25184,11.33477,11.34756,11.41705,11.48798,11.40246,11.33232,11.49832,11.45941,11.23184,11.24099,11.46703,11.40833,11.41778,11.32836,11.47396,11.36965
CTSC,11.82805,11.49469,11.59726,11.74466,11.49486,11.45014,11.73096,11.7282,11.65873,11.29008,11.54317,11.57876,11.40824,11.52544,11.52896,11.66056,11.65626,11.41588,11.63111,11.56402,11.46349,11.4871,11.60283,11.69643
SNORD5,9.252305,9.68047,9.637693,9.623196,9.975493,9.702697,9.38606,9.28298,9.761487,9.735606,9.598089,9.579908,9.752816,9.647244,9.395857,9.67729,9.619081,10.32892,10.18527,9.929743,10.12617,9.812721,9.724034,9.995464
TMEM123,11.43976,11.34946,11.357,11.39408,11.49352,11.3615,11.45123,11.38849,11.29901,11.9426,11.35803,11.33643,11.39002,11.37521,11.49678,11.37986,11.33782,11.92704,11.33281,11.11605,11.37364,11.19703,11.38483,11.37991
CADM1,10.2003,10.29899,10.15828,10.18999,10.16523,10.23722,10.19255,10.21139,9.937004,9.97403,10.01221,9.963048,9.905452,9.971746,9.84482,9.881329,9.97059,10.1163,9.871906,9.918831,9.833265,9.920483,9.937439,9.897908
BACE1,10.12062,9.878634,10.0542,10.00995,9.73601,9.917504,10.12449,10.03014,10.07989,9.157739,9.882541,10.02946,9.8089,9.87832,9.950467,9.971968,10.03646,9.250746,9.967984,10.0651,9.728477,9.927107,10.0258,9.900485
RPS25,12.44335,12.53459,12.58433,12.54626,12.49279,12.60174,12.54696,12.59169,12.47255,12.45378,12.53066,12.54619,12.46442,12.56819,12.53333,12.50848,12.43931,12.4892,12.55057,12.47156,12.52054,12.48108,12.29123,12.50844
USP2,9.954362,9.652802,9.951294,9.849042,9.450895,9.650534,9.858459,9.83508,10.35459,9.151995,10.45771,10.45812,10.26857,10.30308,10.45524,10.55392,10.39263,9.173026,10.26422,10.40426,10.16863,10.27855,10.45501,10.31317
HSPA8,13.21255,13.05692,13.1323,13.15396,13.13624,13.09307,13.15102,13.04823,13.13447,13.10303,13.20546,13.19987,13.22012,13.05215,13.16098,13.24515,13.15301,13.13701,13.1088,13.15,13.15865,13.15194,13.23927,13.25492
SIAE,9.992358,10.01217,9.929975,9.873524,9.887803,10.07064,9.970993,10.08502,10.14707,9.901278,10.18619,10.08181,10.09397,10.1364,10.11395,10.10877,10.21676,10.00061,10.06728,10.13092,10.05786,10.14808,10.00386,9.961524
WNK1,11.52529,11.203,11.53445,11.42686,11.21353,11.29329,11.51613,11.38588,11.41143,10.92949,11.43249,11.44511,11.30648,11.37078,11.50035,11.44088,11.40759,11.02899,11.4589,11.42173,11.30246,11.29708,11.43685,11.34648
GAPDH,13.21642,13.13557,13.07501,13.07274,13.11879,13.10787,13.08855,12.99502,12.98068,13.06295,13.06014,13.15711,13.12953,13.03769,13.06086,13.04875,13.15668,12.91979,13.14424,13.02981,13.10846,13.18505,13.17655,13.20824
CD4,10.87372,10.77514,10.77578,10.82969,10.61232,10.7403,10.80186,10.79883,10.56511,10.41309,10.72042,10.74221,10.72959,10.73399,10.7449,10.70657,10.6617,10.34245,10.69217,10.52536,10.63266,10.6156,10.58764,10.61008
PTPN6,10.03311,9.974528,9.996025,9.897377,9.975032,9.976791,10.07513,9.923875,10.33392,9.92901,10.50559,10.48461,10.42049,10.48349,10.47962,10.47857,10.17472,9.852759,10.36008,10.38403,10.18372,10.29862,10.40295,10.37629
ETV6,10.54291,10.75139,10.52179,10.51866,10.77909,10.69674,10.54563,10.45327,10.38578,10.74539,10.49738,10.42634,10.65801,10.45152,10.427,10.41828,10.28864,10.92201,10.61991,10.50874,10.68336,10.53548,10.58675,10.52508
PTMA,11.82329,11.73601,11.79338,11.8489,11.94477,11.69606,11.91597,11.81826,11.74093,11.54758,11.86132,11.88936,11.84886,11.80145,11.83381,11.84821,11.72161,11.74786,11.83338,11.83988,11.78494,11.80541,11.84305,11.89229
EMP1,9.360992,9.104332,9.345026,9.531068,9.014421,9.170891,9.644899,9.721407,10.08922,9.947426,10.12566,10.17771,9.951952,10.06322,10.25008,10.13726,9.74172,9.374608,9.497581,9.470968,9.296217,9.577836,9.620986,9.593384
ATF7IP,10.20151,9.856813,10.05769,10.07821,9.841714,10.01626,10.00302,9.899885,10.02795,9.407066,10.0134,10.06766,9.948275,9.969151,10.02472,10.10235,9.982626,9.457183,9.892443,9.91755,9.707403,9.853456,10.17219,10.03145
MGST1,10.54773,10.50037,10.50842,10.60155,10.61608,10.45821,10.69076,10.40654,10.79314,10.81717,11.04326,11.13346,10.95107,10.88495,11.02511,11.07504,10.47355,10.55281,10.64142,10.44212,10.55175,10.49365,10.74529,10.59785
RN18S1,13.3963,13.29998,13.30553,13.41301,13.34355,13.34008,13.40677,13.31165,13.1721,13.29757,13.39905,13.40624,13.40314,13.3171,13.45583,13.43066,13.21609,13.2794,13.24128,13.29424,13.28956,13.29883,13.34066,13.44492
STK38L,10.43158,10.18875,10.48312,10.54176,10.17407,10.37057,10.52704,10.53568,10.45992,10.37846,10.59248,10.6458,10.38328,10.65526,10.63244,10.61512,10.63409,10.17228,10.8087,10.79576,10.50658,10.76239,10.8026,10.87535
FAR2,11.3326,11.22379,11.33852,11.36829,11.18323,11.21001,11.34491,11.37435,11.89171,11.28388,11.93018,11.98319,11.89057,11.8967,12.01023,11.96022,11.48321,11.07794,11.48213,11.3978,11.37353,11.55103,11.64715,11.5261
ANO6,11.05939,10.96806,10.96301,11.09693,10.968,10.9376,10.97691,10.89985,11.13566,11.29281,11.1504,11.225,11.16388,11.14861,11.15657,11.1341,11.03323,11.20305,10.98521,11.00292,10.94463,11.04947,11.09249,11.13875
TUBA1C,10.95049,11.15473,11.0352,10.90892,11.00902,11.01663,11.10866,11.01124,10.75419,10.70631,10.81135,10.78193,10.8278,10.7042,10.82625,10.82882,10.79363,10.63197,10.73856,10.83228,10.81133,10.69833,10.68827,10.7575
TMBIM6,12.0645,12.25291,12.16851,12.16986,12.0621,12.16445,12.12946,12.16822,12.28309,12.24307,12.35342,12.36986,12.38043,12.3066,12.37976,12.32103,12.26109,12.18604,12.21052,12.21273,12.19156,12.18507,12.22818,12.22407
DAZAP2,11.81921,11.88814,11.79966,11.80045,11.82064,11.87199,11.89467,11.85341,11.91325,11.77165,11.97789,12.01731,11.95147,11.94077,11.90161,11.93435,11.89899,11.67129,11.93796,11.91267,11.84269,11.90438,11.88111,11.9704
EIF4B,11.80125,11.62426,11.7382,11.80904,11.75627,11.72501,11.76581,11.79821,11.67461,11.26529,11.69885,11.72076,11.65278,11.71837,11.69218,11.65816,11.60085,11.3015,11.65038,11.57127,11.64043,11.61301,11.62199,11.65033
SP1,10.23026,10.0399,10.18762,10.30069,10.05949,9.997974,10.24094,10.24595,10.39072,9.970543,10.25258,10.21597,10.1401,10.25522,10.30036,10.35003,10.36913,9.921062,10.31124,10.28337,10.17418,10.27329,10.49243,10.42227
COPZ1,10.40458,10.56816,10.42069,10.57509,10.35105,10.29472,10.41762,10.55429,10.54881,10.19504,10.48613,10.57978,10.5062,10.48838,10.6724,10.60839,10.38919,10.19985,10.43071,10.26938,10.41856,10.36232,10.59593,10.6746
NCKAP1L,11.60208,11.39613,11.57522,11.56419,11.32777,11.43523,11.52292,11.51811,11.57386,11.01483,11.52088,11.49041,11.40681,11.51739,11.48806,11.46382,11.63938,11.08087,11.53877,11.44248,11.36668,11.49515,11.50027,11.53822
METTL7B,9.74291,9.224983,9.712985,9.771629,9.00375,9.286577,9.745749,9.639326,10.17735,10.15294,10.104,10.18646,10.09259,10.10113,10.23183,10.15452,10.07671,9.549858,9.71478,9.693412,9.649548,9.770916,9.855406,9.928189
BLOC1S1,10.14752,10.31378,10.24026,10.17031,10.12297,10.15869,10.1772,10.18082,10.22341,10.0835,10.27779,10.35166,10.33892,10.27199,10.3662,10.32343,10.39285,10.13167,10.29199,10.52621,10.27208,10.38428,10.31393,10.28027
RAB5B,10.39893,10.5584,10.48896,10.48734,10.29158,10.50349,10.53417,10.64283,10.4216,10.07193,10.5464,10.5737,10.51817,10.45738,10.45921,10.49633,10.54615,9.975179,10.45751,10.62088,10.25719,10.49811,10.48915,10.49964
PA2G4,11.59332,11.81577,11.64347,11.71004,11.91917,11.82553,11.56456,11.72527,11.77938,11.80685,11.73524,11.71775,11.83002,11.78075,11.74131,11.82855,11.77306,12.02664,11.74083,11.66727,12.00856,11.60699,11.74951,11.64996
ESYT1,10.33566,10.21856,10.37601,10.29732,10.04008,10.18765,10.50059,10.31236,10.2794,9.424739,10.35129,10.43269,10.20318,10.23732,10.26478,10.22561,10.14176,9.309094,10.10825,10.11515,9.934868,10.09229,10.01549,9.947257
MYL6,12.0714,12.26374,12.20569,12.1841,12.12971,12.26094,12.14392,12.30011,11.96948,11.94235,12.01645,12.12031,12.14207,11.97834,12.04107,12.09075,12.24416,11.9974,12.13784,12.25863,12.07022,12.16189,12.06564,12.07464
OBFC2B,10.11245,10.16038,10.07173,9.995231,9.918635,10.00325,9.969674,10.18873,10.06497,9.488523,9.950504,10.00123,9.905212,9.992767,9.979782,10.02255,10.1494,9.674664,9.965367,10.33761,9.927891,10.1081,10.09608,10.0745
LRP1,11.26915,10.60999,11.23406,10.94182,10.79319,10.79412,11.13396,10.65845,10.93298,10.46504,10.9024,10.87276,10.71972,10.76303,10.76248,10.77127,10.84652,10.42136,10.96809,10.85477,10.73557,10.77635,10.89418,10.80678
MARS,9.815561,9.822002,9.794842,9.830622,10.02052,9.986681,9.724075,9.776606,9.877335,9.858122,9.835796,9.928518,9.909058,9.878784,9.831548,9.949137,10.01751,9.98023,9.933025,9.940769,9.990054,9.925973,9.947449,10.00513
OS9,11.32709,11.19967,11.25084,11.2871,11.24801,11.20418,11.27964,11.26525,11.21898,11.11466,11.24709,11.25624,11.22427,11.19426,11.21757,11.18345,11.10042,11.09458,11.1533,11.06608,11.11525,11.08811,11.08776,11.15306
RPL14,12.02718,11.99391,12.01429,12.01753,12.0999,12.06714,12.05719,12.09772,11.89624,11.85318,12.12613,12.07791,12.05314,12.00909,12.04966,12.03956,11.9826,11.92929,12.02202,12.02846,12.06579,11.96308,11.99405,12.10259
RAP1B,10.38291,10.42622,10.27852,10.44339,10.85815,10.39082,10.37554,10.19612,10.26069,10.83619,10.48649,10.38837,10.61054,10.51568,10.53005,10.54185,10.10816,10.96885,10.42482,10.00522,10.58974,10.15681,10.39159,10.38607
LYZ,11.78224,11.35226,11.42406,11.65724,11.05429,11.09801,11.43752,11.24294,11.21166,10.42972,10.92882,11.00131,10.80402,10.88559,11.05246,10.99185,11.10677,10.10707,10.68663,10.40602,10.33056,10.58303,10.82009,10.79129
GLIPR1,11.96096,11.82842,11.94512,12.02862,11.85169,11.79766,11.99874,11.93047,11.7768,11.42881,11.72138,11.75456,11.53203,11.63449,11.86785,11.82148,11.83304,11.50926,11.89413,11.71762,11.73652,11.81955,12.04555,11.9285
PLXNC1,10.00969,10.12987,10.1387,9.933776,10.31203,10.04373,9.970892,9.781157,9.232127,9.771288,9.441383,9.328495,9.61437,9.433525,9.412596,9.352123,9.398169,9.905201,9.674965,9.426537,9.917309,9.436625,9.735205,9.518686
DRAM1,8.287567,9.235803,8.716831,8.514444,10.00611,9.217396,8.509262,8.352932,8.32468,10.77399,8.641773,8.425578,9.728342,8.967264,8.374451,8.635215,7.770499,10.56979,8.710969,8.098709,9.758147,8.684093,8.312979,8.133081
TXNRD1,9.430215,9.747263,9.526642,9.520121,10.0007,9.762238,9.390456,9.523497,9.763885,10.36985,9.760507,9.759881,10.07186,10.03762,9.804949,9.878974,9.542208,10.3323,9.790586,9.681884,10.13381,9.885126,9.744654,9.867699
ATP2A2,11.54728,11.407,11.59456,11.57908,11.55375,11.42035,11.51065,11.40417,11.71484,11.56151,11.80605,11.75547,11.76954,11.70249,11.80636,11.79997,11.69316,11.5123,11.69486,11.70483,11.72318,11.74625,11.75346,11.71219
PTPN11,10.09858,10.30452,10.32742,10.26941,10.41939,10.27372,10.26171,10.27126,10.35183,10.29231,10.46732,10.35886,10.4458,10.34159,10.31157,10.37256,10.25493,10.43686,10.42521,10.12456,10.50901,10.29089,10.27088,10.34613
TPCN1,11.46892,11.2835,11.36544,11.3621,11.05523,11.18503,11.34011,11.30591,11.27642,10.05934,11.22783,11.25885,11.09363,11.21387,11.24379,11.33212,11.41888,10.51546,11.3329,11.41243,11.1116,11.30942,11.40078,11.32186
PEBP1,10.89662,10.85061,10.98524,10.95019,10.80845,10.8808,10.95185,10.88608,10.79354,10.51085,10.71157,10.65744,10.64786,10.8146,10.78184,10.72746,10.72785,10.59775,10.82277,10.7683,10.76696,10.60608,10.79254,10.74201
COX6A1,11.70554,11.82084,11.78552,11.83202,11.83128,11.86997,11.833,11.88329,11.74171,11.7926,11.81008,11.77952,11.79399,11.85738,11.88069,11.86426,11.79726,11.78383,11.78843,11.79306,11.74207,11.71988,11.63767,11.83792
MLEC,10.61489,10.65207,10.65853,10.66907,10.43041,10.57606,10.67761,10.52177,10.73732,10.31109,10.6888,10.7427,10.66753,10.637,10.78801,10.7631,10.70628,10.36175,10.6831,10.666,10.60939,10.66543,10.69719,10.60398
P2RX4,10.4046,10.62686,10.45789,10.36098,10.77611,10.59072,10.52694,10.50814,10.73012,11.01061,10.74702,10.72415,10.88941,10.64455,10.62255,10.58503,10.47449,10.77958,10.50633,10.60628,10.6993,10.63987,10.51027,10.39759
TMED2,12.14082,12.22297,12.1573,12.14464,12.13029,12.18951,12.14648,12.12572,12.29304,12.20493,12.29942,12.31139,12.30231,12.28345,12.28378,12.31901,12.23044,12.12522,12.20233,12.12956,12.18952,12.20696,12.14705,12.1907
BRI3BP,10.48805,10.28737,10.45143,10.46409,10.11467,10.36063,10.4857,10.47936,10.25756,9.032611,10.17845,10.27772,10.04438,10.17123,10.12965,10.17659,10.24429,9.334419,10.16998,10.41921,10.09652,10.30395,10.2278,10.15894
MRPL51,10.05052,10.07617,9.974558,10.11459,9.926861,9.955192,9.924155,10.21477,10.0601,9.577032,10.06205,10.14425,10.12034,10.08316,10.0894,10.17174,10.18328,9.784162,10.01429,10.17834,9.93849,10.0758,9.988306,10.1372
CHD4,10.29122,10.08587,10.33108,10.33461,10.09018,10.22215,10.2218,10.2284,10.17615,9.668534,10.26086,10.28407,10.2381,10.29063,10.2636,10.25144,10.23229,9.843277,10.22968,10.20648,10.15498,10.26726,10.24969,10.38515
MLF2,10.27857,10.29159,10.27771,10.29999,10.263,10.2481,10.26796,10.25887,10.165,10.13787,10.22143,10.36937,10.35728,10.33446,10.28307,10.27724,10.23482,10.19701,10.26141,10.20659,10.24907,10.28316,10.30951,10.32946
PHB2,10.13419,10.37729,10.33332,10.40227,10.29464,10.38399,10.3543,10.42102,10.34246,9.988771,10.43974,10.3971,10.44144,10.40724,10.33725,10.4652,10.28461,10.04193,10.35943,10.31376,10.313,10.40089,10.25608,10.33817
LPCAT3,9.555994,9.714025,9.496439,9.638844,9.307643,9.468276,9.533006,9.620895,10.00643,9.752438,10.00029,10.00907,9.880222,9.974577,9.966318,9.949039,9.918393,9.723294,9.768715,9.924167,9.711164,9.837416,9.890491,9.89386
C3AR1,10.00587,9.607259,10.03318,10.09778,9.529757,9.767411,10.05973,10.08604,9.895226,10.27914,9.854875,9.891984,9.704322,9.720327,9.751832,9.732706,9.845762,10.01394,9.709768,9.704661,9.44848,9.675535,9.74775,9.624014
